_id,id,name,street,to_street,year_constructed,public_view,inactive,height,length,image,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
385,2131281490,Waldeck St,WALDECK ST,,1930,True,False,10.0,162.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Waldeck_St.jpg,Greenfield,5,15,42003151600,3,15,4,2-12,40.42502559,-79.95038342
199,811441693,Jay St from Henderson St,JAY ST,,1931,True,False,10.0,234.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Jay_St_from_Henderson_St.jpg,Fineview,1,25,42003250900,1,25,1,1-10,40.46000969,-80.00209273
389,771958204,Welsh Way,WELSH WAY,,,True,False,,485.0,,South Side Slopes,3,17,42003170600,4,17,3,4-3,40.42434609,-79.98734572
398,1501767897,Winters Park,YARD WAY,,1959,True,False,5.0,240.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Winters_Park.jpg,South Side Slopes,3,17,42003170600,4,17,3,4-3,40.42226032,-79.98189077
188,1277326573,Holt St 1,HOLT ST,,1980,True,False,,125.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Holt_St_1.jpg,South Side Slopes,3,16,42003160800,4,16,3,4-22,40.42213221,-79.97111845
189,2080460143,Holt St 2,HOLT ST,,1990,True,False,2.9,90.5,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Holt_St_2.jpg,South Side Slopes,3,16,42003160800,4,16,3,4-22,40.42217497,-79.97159739
405,1061574632,Mossfield St 2,MOSSFIELD ST,,1985,True,False,7.0,460.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Mossfield_St_2.jpg,Garfield,9,10,42003101600,2,10,5,3-4,40.47048028,-79.9458757
386,1001873284,Walz St,WALZ ST,,,True,False,,305.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Walz_St.jpg,Spring Hill-City View,1,24,42003262000,1,24,1,1-24,40.46416587,-79.99106767
388,117649599,Webster Ave,WEBSTER AVE,,1940,True,False,9.8,129.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Webster_Ave.jpg,Upper Hill,6,5,42003050600,3,5,2,2-22,40.45356783,-79.96403075
190,76228124,Holt St 3,HOLT ST,,,True,False,,225.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Holt_St_3.jpg,South Side Slopes,3,16,42003160800,4,16,3,4-22,40.42216577,-79.97230118
191,1163671723,Iona St,IONA ST,,1932,True,False,4.0,63.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Iona_St.jpg,Spring Hill-City View,1,24,42003262000,1,24,1,1-24,40.46271698,-79.99009575
192,1941985627,Itin St 1,ITIN ST,,,True,False,,65.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Itin_St_1.jpg,Spring Garden,1,24,42003262000,1,24,1,1-24,40.46168554,-79.99222401
182,1644178617,Heberton St,HEBERTON ST,,,True,False,,35.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Heberton_St.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.47758138,-79.91373371
395,1247238555,Wick St from Dinwiddie St,WICK ST,,1984,True,False,10.0,180.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Wick_St_from_Dinwiddie_St.jpg,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44077375,-79.9803285
396,813293042,William St,WILLIAM ST,,1995,True,False,,65.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/William_St.jpg,Mount Washington,2,19,42003191400,5,19,3,4-5,40.42742648,-80.00483227
193,182695964,Itin St at Diana Dt,DIANA ST,,1971,True,False,14.0,147.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Itin_St_at_Diana_Dt.jpg,Spring Hill-City View,1,24,42003262000,1,24,1,1-24,40.46187421,-79.99192973
197,1737155308,Ivyglen St,IVYGLEN ST,,,True,False,,40.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Ivyglen_St.jpg,Overbrook,4,32,42003320400,4,32,3,4-23,40.38206134,-79.99490217
397,805235892,Windom St,WINDOM ST,,,True,False,,690.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Windom_St.jpg,South Side Slopes,3,17,42003170600,4,17,3,4-2,40.42672368,-79.99112159
198,659848235,James St,JAMES ST,,,True,False,,25.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/James_St.jpg,Central Northside,6,25,42003220600,1,25,1,1-6,40.45846352,-80.00223389
194,1234414229,Itin St at High St,ITIN ST,,1939,True,False,8.5,160.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Itin_St_at_High_St.jpg,East Allegheny,1,24,42003563200,1,24,1,1-5,40.45965154,-79.99474616
195,749726927,Itin St from Goehring St,ITIN ST,,1939,True,False,15.0,575.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Itin_St_from_Goehring_St.jpg,East Allegheny,1,24,42003563200,1,24,1,1-5,40.46063845,-79.99391065
399,1246583233,Woodville Ave 1,WOODVILLE AVE,,1965,True,False,24.0,262.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Woodville_Ave_1.jpg,West End,2,20,42003562600,5,20,6,1-17,40.432295,-80.02993288
400,1129719797,Woodville Ave 2,WOODVILLE AVE,,1965,True,False,13.0,206.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Woodville_Ave_2.jpg,West End,2,20,42003562600,5,20,6,1-17,40.43282377,-80.03016086
406,1963122045,Reynolds St,REYNOLDS ST,,,True,False,,,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Reynolds_St.jpg,Point Breeze,9,14,42003981100,3,14,4,3-14,40.44624737,-79.9029683
196,866794213,Itin St from High St,ITIN ST,,2017,True,False,8.0,175.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Itin_St_from_High_St.jpg,Spring Garden,1,24,42003241200,1,24,1,1-5,40.45992162,-79.99442483
200,828972528,Jordan Way,JORDAN WAY,,,True,False,,325.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Jordan_Way.jpg,Garfield,9,10,42003101700,2,10,5,3-4,40.46602736,-79.93670096
403,2021177875,Zara St,ZARA ST,,,True,False,,35.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Zara_St.jpg,Knoxville,3,30,42003300100,4,30,3,4-21,40.41568196,-79.99708726
407,1745355445,S Homewood Ave,S HOMEWOOD AVE,,,True,False,,,https://tools.wprdc.org/images/pittsburgh/retaining_walls/S_Homewood_Ave.jpg,Point Breeze,9,14,42003981100,3,14,4,3-14,40.44610559,-79.90353118
231,392171348,McClure Ave 1,MCCLURE AVE,,1981,True,False,3.5,132.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/McClure_Ave_1.jpg,Brighton Heights,1,27,42003270300,1,27,1,1-14,40.47728553,-80.03656277
232,112980205,McClure Ave 2,MCCLURE AVE,,1981,True,False,4.8,131.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/McClure_Ave_2.jpg,Brighton Heights,1,27,42003270300,1,27,1,1-14,40.47678464,-80.03659764
233,1761450785,McCord St 1,MCCORD ST,,1936,True,False,22.0,110.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/McCord_St_1.jpg,South Side Slopes,3,16,42003160800,4,16,3,4-24,40.42337964,-79.96878566
387,1940199680,Warren St,WARREN ST,,2016,True,False,,20.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Warren_St.jpg,Fineview,1,25,42003250900,1,25,1,1-10,40.46208629,-80.00269712
402,328715497,Younger Ave,YOUNGER AVE,,1955,True,False,3.5,448.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Younger_Ave.jpg,Banksville,2,20,42003202300,5,20,6,4-9,40.40961986,-80.03363553
